Row	C1	C10	C11	C12	C13	C14	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C26	C29	C3	C30	C36	C37	C4	C40	C41	C42	C43	C45	C46	C47	C48	C51	C52	C53	C54	C57	C58	C6	C62	C63	C64	C65	C66	C7	C8	C9	N1	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N2	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N3	N30	N31	N32	N33	N34	N35	N36	N37	N38	N39	N4	N41	N42	N43	N44	N45	N46	N47	N48	N49	N5	N50	N6	N7	N8	N9
342	4.67663140638324	1.93319583828059	2.92404169784574	3.18235350134562	0.00294031879677666	0.00143443946864266	0.000540762063960274	0.00106002273621339	0.00144380463930736	0.0010409300369172	7.02551941926453	0.00188991128432526	0.00118909727390318	0.00187795280431158	0.0108198227459165	0.00724983156446176	4.56849161014117	0.00197753758989393	0.00101094442607167	0.00202877371997363	0.00462985734696151	0.000840450697519542	0.00213142377707486	0.00465161659401669	0.00300415564049616	0.0043745063777908	0.000993457201770118	0.0013132163163949	0.000885496834380928	0.00147802843852098	0.000793390897659469	0.00119857508600016	0.00148964687243718	0.00174988086302064	0.00260698555514717	0.00118329349838965	0.00142693317671152	1.66214041240097	0.00384412842522637	0.00399085279319253	0.00419681354423594	0.00540110240722947	0.0211911824542376	1.34038815885431	1.25498013888448	1.626947965946	6.53339295086354	2.18226827916862	4.37845311349293	2.61352509398573	2.49559613929525	2.15128205846103	1.1983361348123	1.53362617245778	2.57299238839492	0.813688155705853	2.21178240575208	0.00110979760628681	2.12425716296008	2.72581359265287	1.56190805807504	2.48155734174423	2.01759411476775	1.83040528803052	3.23192336623216	0.177923912742486	1.85416078321239	0.997459122125483	0.00306350753788296	0.074223204565632	0.840754961518122	0.00179369725488048	0.00195711886098574	0.00165396284675741	0.00240220819567209	0.00216764488032352	0.00224657638850759	0.00258068736980986	0.00244478014880113	0.00267571533609645	0.00420220469179867	0.0018620850189728	0.00313773446631064	0.532942693634808	0.672442558010735	1.06716525335065	3.55439400076783	1.34120626142978	3.65187080395006	0.00314404705629298	1.00967761016458	0.00415573772106677	0.00280658825301229	1.80219670965418	3.39270426509741
284	5.8102408103365	2.26402635357629	2.77967316022448	2.96974368854265	0.00207198557193441	0.00281211759206531	0.00248717487627079	0.00226347656845498	0.00307974594537225	0.004210670653461	10.3111682634585	0.00210984789004433	0.00273728634730777	0.00398462596805614	0.0161422070155618	0.0124906101814615	5.67103573371884	0.0185590526237543	0.00264383764244456	0.00937599038847813	0.00969366554118924	0.00326834468814847	0.0018014280419769	0.062017756643761	0.0112902899006767	0.0115785474208078	0.00200376130345025	0.00303126811345458	0.00840142502016388	0.00491393585669772	0.0037441271682718	0.00628063314199823	0.00206716474408194	0.00345549533330119	0.00455843796052545	0.00287123278549123	0.0034381574318048	3.39900419293634	0.00460049894424214	0.00589790475945616	0.00675281803966826	0.00628972586729999	0.0328017164181113	1.44158692215556	0.947038191511812	1.25662832725454	8.72293224938011	3.28400153014929	7.06833189533693	5.25624460146011	6.34728083059713	4.71946665618685	1.89423138843886	2.55074801975232	3.91819184350919	1.28005786425629	3.50791105642913	0.00850843427840671	3.94899608801787	4.81946392149824	2.84266609760089	3.13036446575081	3.17597536233841	2.95815513021596	4.12019287621313	0.30916917728935	1.28193578475221	0.625974429385019	0.0103870872853783	0.117185450253311	0.670007956216202	0.00517968156562905	0.00458318263046688	0.00642162652156415	0.00419668813852134	0.0034778628923855	0.00707282074986415	0.00125731890783333	0.0050628762783651	0.013302732036143	0.00504179444870013	0.00446431614110016	0.00280058026759732	0.745002405326715	1.34388970965783	2.17436571717169	4.81713680240184	2.31242997751747	5.040452465837	0.00716925562140101	0.837339988392897	0.0120711383316086	0.0159581314189656	3.01875465233225	5.85782264264644
620	3.2468065881014	0.556673807872222	0.1422028979044	0.244299546683991	1.27290929940248	0.899779594839206	0.70782709976238	1.73573805652028	0.35004996674776	0.828068329133478	1.43516149068794	0.389379419270682	0.394724557686139	0.14664549085714	1.12449757785936	0.58438440804431	2.26923643920107	7.21342517461386	0.617696093295548	1.44237922143734	1.66616009587015	0.0108410237620874	0.93341457601789	0.918268564958969	1.54539478421099	2.80029811351265	1.96725166621877	1.11167350495341	0.797363117922612	0.430210221557885	2.7495738732002	0.519162843285005	0.632669732377644	0.573111163788755	0.620326048194021	0.807568730227979	0.642658807216122	1.16033276429558	0.719297296316289	0.582233190070101	0.392062752707998	1.48998772423127	0.469286630584899	0.234605297527982	0.211536193283787	0.239154760095884	1.8007119790589	3.8420916274402	2.77629482093143	2.71236550681897	3.99353843978353	5.11744519053808	5.41651413206017	5.14168154806995	0.632633064605358	0.922265022441324	3.29022139651139	1.9255020968064	0.296228611594544	4.86976082424908	2.93666262331421	0.273599576245355	2.26789507940061	0.369873344490058	0.199137608397043	0.22646400849469	0.239927546433441	1.58741100900578	7.58099292711667	2.67055500676128	0.469587348689612	0.503756951666511	0.55598633613436	0.949754652486666	1.48765045825501	0.942986290640425	0.881718487814418	0.487576545786973	1.97877075437856	2.04481614417872	1.13862548218191	0.585656127153289	0.991798981823547	1.19247889390825	0.724240718069624	0.723062722276359	0.2485650401011	0.211678679690721	0.49303363107951	5.0513339000212	0.144342390408494	5.21849696000787	1.06448379926924	1.58294131195093	0.657271213958661
579	3.49924358582634	1.89644258457073	0.894849330589812	0.674568809301165	0.350803909532645	0.31856170792106	0.364682810169426	0.697138506463598	0.0321650801234609	0.345602945849276	6.1828566464211	0.286698622400531	0.357568823375512	0.378904256559965	1.20220904624513	0.596481020761576	3.04221012978511	1.90559695296295	0.387086053931395	0.5016758431439	0.666011666722055	0.61982826025257	0.136119790737933	0.473983979847245	0.307231529462792	0.292395922557202	0.479403272525385	0.0747088830929079	0.0831003821735746	0.0960809884612035	0.8586282714002	0.0633907698837264	0.156890439182618	0.575790369719727	0.347923910028906	0.206223118714803	0.212585409691581	1.7207404782937	0.107040879072966	0.377799959328924	0.307040727198338	1.8386355651176	0.400585083352927	0.808106518029041	0.510385309022001	1.07027436849607	5.10817128796329	2.82627208528151	2.84846362447058	2.1579745606911	2.66148966726647	2.6550133802922	1.72650913713321	1.98994281513775	2.18158374443995	1.07314525720784	2.49772521587493	0.303041181511061	1.78513998692138	2.6576335081375	2.0385633304395	0.980689092414465	2.30989177168288	1.06835873059767	1.76051976401143	0.735977880290026	1.0651031774039	1.27497826570898	1.24369456051076	0.832601190722083	0.756447984223976	0.0796808377787092	0.0915292815686011	0.471171950702113	0.806189920835439	0.169586464709152	0.273264342220294	0.176164908547852	1.15942785142014	0.248573851051884	0.296100427182186	0.260545849574625	1.21218093730965	1.34129605875002	0.933648561665068	2.32518665113834	1.51500158286155	1.01643781360656	1.33698875673415	1.34848168266904	0.665241264884759	0.54190219658586	0.545331172468751	1.89303403592983	2.51522682655683
140	1.21849731491009	0.881685829493351	0.544441042354001	0.864064115708916	3.25453109074472	1.72935561848101	2.71578432276889	0.901574411177736	1.57084635597785	0.667151722435784	3.93674270557648	0.472299281318189	7.64592509478792	0.784180751060179	3.32750609145515	1.42584229092123	13.4964069691238	2.94784841775404	2.30442129858909	4.53634931392002	3.5323803455104	13.7390494962663	1.87531426734268	12.4581304131624	3.63813237256891	26.2094598192593	2.24037634654471	0.914007412615854	6.63302946524782	1.79394004382276	12.0869421926715	6.10284602277284	4.93840961266428	0.662849515539369	5.67154947885494	3.09759151005286	0.804717903589593	1.50566260073254	1.09986495372163	0.72312183654889	1.63860759622573	6.71094610352109	1.90684304294918	2.44289466271743	1.94077737069837	0.466484671993587	9.41636781906891	2.03454659278362	3.46253599170857	5.45097504178559	4.41676256330631	4.07922868190482	2.72290842800594	1.72263853968888	2.31516438460746	2.99656843980215	3.4286385919204	5.84023395247327	1.39674387958811	2.14612664423837	3.0968587092309	1.15654049355835	2.7654804129958	2.64779418734838	3.01600637191452	0.703371893292971	3.19427668756796	1.58515588559931	2.82308410070714	1.11368606578244	1.07568688401827	0.673473799188954	1.16575493440335	1.05942882474285	0.892356992550979	1.10165285518957	1.90185626370075	0.409616453284186	0.747411673959306	2.23425897930037	0.960383231797706	2.01733633017166	1.3335110217194	0.539818340555034	1.05434006308543	0.645097420803767	1.12790393495401	1.23973427434405	1.51253103172773	3.20028578159239	2.93819298057855	3.58032452098904	4.10635725643163	3.23508813607241	3.81486198593624
280	42.5414400494809	2.79592713108858	3.24093264341197	0.148856576531807	0.463757382341385	17.7428406342619	0.814352874752124	0.358949359677347	1.91278053453452	1.20598971069131	3.93687085262	0.40901498847146	2.64338026483409	0.658208489314832	0.00889858511452766	0.00349776794972902	0.00258020156975318	42.7100001348297	12.0739339206722	0.00178804972435751	0.00111166290484279	0.00119141892952666	0.104665795228781	0.00305908204583734	0.00352791410291912	0.00304068463938023	0.0121842763825008	0.00258714255535681	0.000884359570584486	0.000490511516739614	0.00176092182776109	0.00033607708552754	0.001713398504047	0.00139338311928408	0.00124350352628662	0.00240312946485724	14.9950114895799	6.04312944386639	0.00264609390313971	0.00543251125940324	0.00302652221527386	0.00413728116976682	0.00265293443003511	1.37990909568276	7.98170233332659	14.1179147463658	0.00119892106440883	0.00271198508464734	0.00118039416616702	0.000885889248952734	0.00207909913290921	8.66003274195856	0.466982257875995	0.00212905310863187	0.00104508936486231	0.795470874306961	0.00101170773573417	1.82926764018839	0.000685602335301035	0.0242506828586337	0.00140203155986522	0.00791975153735149	0.000483525060528207	0.00102991861197129	0.000932222606376473	7.9301245651851	7.86472028492647	0.0424263636987937	0.00324609213639632	0.844414379484445	2.04822187897103	0.00119096537483303	0.200675253882868	0.000717112910174494	0.00193295480520301	8.2419492096342	0.000578871883061755	11.1919535802157	22.3955301224175	0.00303646980572874	0.00405269896715495	0.327015962856581	4.7535315576745	5.8250786001574	1.22284490374577	0.00135236842185853	0.00146209346796078	0.00367438929670407	0.332694161420227	0.00238242070166128	0.00146791714909704	0.00365889564028696	0.0033206841516069	5.4349738779736	18.3563710239463
12	39.0731131520142	0.225674596679631	0.0991899219728677	1.06786037438375	2.85941044630261	4.41376528043634	1.495999740139	2.25956065185832	17.522798119614	0.282761657505359	0.914066204443357	0.330997843196633	7.59892346461791	0.367369389794358	698.500935625264	17.6821444943418	33.0198850308206	32.6556284334092	4.6456694632342	23.9370770720469	6.42337598792654	13.3727309316305	9.20337854698603	94.8559771843601	16.9237588189499	32.9847873443256	89.7225487237268	26.2445665498419	50.4049342149688	1.6867335947749	203.749050006336	2.03060256981824	11.5364830766847	4.134772670295	31.8776147249548	181.661593398045	6.08006587844191	0.224265861384277	28.2738072621898	112.224008661405	22.0388582372742	75.6622008210601	5.12686963433153	1.87432501525395	1.69941391230071	1.32079719064342	1.83745390278829	0.264286085455269	4.78584696374392	9.31736947416364	13.1215644485703	5.45536985537929	12.638852055842	4.20212340393695	7.40194881298043	2.52222752496826	1.08239898095575	0.884687950375642	1.95533201472848	0.261727909032591	22.7854703079896	0.669088511851046	0.514647938800776	5.63895671776456	1.5733940051632	0.338838839752122	12.1668406867658	1.19615854611336	1.30384533929991	0.715787687274061	18.6307004540198	5.37489346924779	2.85782346582263	5.82480136666392	0.438613775720923	0.221444135847371	59.6315165983679	6.16302817947501	1.7371963714618	20.7990964206215	11.5651196346746	2.0213895393884	1.02213344250602	4.96891068855785	2.273862841291	62.2363884030564	0.254323152127614	0.441847678857657	2.2516435629597	17.9413751640652	0.372984355288695	17.7857253385554	2.02969368674593	2.12886074362411	100.058545982206
74	1.12684011678033	24.0540038329475	18.7680715591829	14.3170251378737	0.0648497530302023	0.0869303592711123	0.113615276832666	0.0465864950432206	0.052298656613312	0.072032441468135	8.52232220415949	0.111880116255471	0.0416477720154217	0.0491990298655461	0.330880254673073	0.202747674241471	3.27721163790919	0.144511034849245	0.0532308183062853	0.122564611722662	0.138634704437046	0.0580744463935705	0.0535989019970121	0.402998582393799	0.111076594223727	0.0683942556390006	0.155437432234592	0.231809230573844	0.0865295881742118	0.0745222117017775	0.414066067494461	0.0718135765311961	0.0608970813366428	0.0739020746370342	0.191726707138685	0.920322561359915	0.0369729899387117	6.82413284873963	0.0737445393755195	0.152200645304785	0.0598571738542636	0.091612176798795	0.348123610825444	5.68266152268678	6.66298081560887	25.0600741677019	2.76115530376021	1.2818146199157	9.82331607272666	3.41057155715691	3.10445749241216	2.60619347898143	2.28453783175753	4.28677138288221	24.5667941278874	3.60913704674868	11.3751632474225	0.0768225635289142	7.31820258495418	8.08825025337751	9.70207067716281	7.76869027595039	12.4945764262781	12.4433003081506	11.0405921098094	5.77640424701012	9.99792647444741	49.4141224581584	0.0639108269691102	31.5799075531645	2.34166907153118	0.0680523131814729	0.0618949058224753	0.0307973793006958	0.0799772399350844	0.0325843265746921	0.061390771425435	0.0345101968704957	0.0525526490423221	0.0685183082239716	0.0585562271966146	0.0550377873439011	0.0403820501015469	5.4122483305711	2.29857638987333	11.1822606600819	28.8671360298357	9.2356328549248	15.5500507997592	0.108342322614984	3.44363525803617	0.0721465544003838	0.116807850552542	1.02624882935387	2.60108246173023
378	12.5920486439671	4.22837130727868	6.58054184808097	6.04031247040232	0.0148135258674344	0.0103791973339594	0.0113095016163324	0.0039388511294186	0.00416084713330116	0.00624129618745124	20.9338588890636	0.0617922602752955	0.0285996608320624	0.00480350199256862	0.0233245323683344	0.0151617685959442	10.555875823458	0.0376898097497601	0.0186943563328651	0.0284665560917292	0.0176531013438094	0.0103537172886915	0.00599039255397949	0.144740826328846	0.0167779002361427	0.0573987706250653	0.0150995942570149	0.0206000068915038	0.00900980878428991	0.0044235496386736	0.0122628362545542	0.0110395521350482	0.0116311749652791	0.00621332085366246	0.00790570435957225	0.0202442204085235	0.0024847659033325	6.43884838231252	0.00457161738692225	0.0317838000581962	0.0103120266333625	0.0116778932884922	0.0327839375502466	1.70619791214071	2.76770719961049	8.95966423708391	17.609846011078	6.13420854827755	12.2960793805891	9.82831808351713	9.93388927565447	6.89223471491957	3.73175613504883	5.51406586675542	7.25473188760019	2.09109470350151	7.78761963687634	0.0174239289899114	7.55119195760474	8.03621248463347	5.75104900581819	6.38062118264035	8.33953311185674	5.9923253190666	8.3786983964147	1.5901403410734	2.0992952796783	0.375488208419451	0.0200090107967586	0.455973077778802	1.99130950470043	0.011398969294316	0.0209525312949316	0.00284259088659604	0.00451059457298462	0.00424941812982612	0.00537070959616892	0.0037232566378126	0.00799238896479428	0.00578735692667051	0.00956160093413609	0.00507569145134398	0.008484469638404	3.042250456335	4.69838902022066	3.81661812577388	11.0143724514591	4.07411484974257	11.4120461172021	0.0232798658469856	1.45314007800554	0.0208046549064886	0.0229009212510023	6.10676056211865	13.570142171346
438	1.78964833878826	0.362927630601132	0.727105077221919	0.723059339465244	0.00218057246524105	0.00177445399603155	0.00165733803378564	0.00159534763839926	0.000732493199894048	0.00084087044216662	2.62072793404642	0.0016773781309245	0.00160857310617442	0.00413057275611382	0.0144273462806248	0.00867650340042408	1.84166845997353	0.00406876649363939	0.00120813557452028	0.001372524465956	0.00183679641655181	0.000693135100567098	0.00141897976083123	0.00294726893567005	0.00120721870186117	0.00297968140118205	0.00266331892743027	0.00821859372532652	0.00107260515383962	0.000862952363704645	0.00401106195088336	0.000948432418792791	0.00111402457114268	0.000676499597875258	0.00101661287434838	0.00131008975598425	0.00185942088568294	0.819522731697612	0.00224017347943346	0.00890245816928991	0.00243791288275201	0.00311313134394301	0.00282350249698484	0.212435311310908	0.494973558111724	0.436729891333513	2.43786494042189	0.863099773533267	1.65322479294435	1.04597534435585	1.03132307831964	1.11573778934226	0.57106885431066	0.728954532211576	1.24851262166208	0.361536263812727	1.09889083400106	0.00381785150799938	0.940667913691946	1.21812681712177	0.74629697389953	0.566684951265522	1.14208409968076	0.779889716231462	1.04579286097167	0.364268034408199	0.406660118216665	0.155281821649468	0.00336495197957946	0.0453896889381776	0.415268473891152	0.00218126318979802	0.00210939570702138	0.00146154634081463	0.000727803253963037	51.1528510746048	0.00155381862448653	0.002237682985401	0.0023941664041188	0.00586890219388837	0.00171518794538047	0.00132224244807694	0.000836431055035666	0.156877647482919	0.123446475727223	0.257119601916933	0.487152896001407	0.248738524439404	0.440599312494132	0.000885890200540612	0.110536137123895	0.00184568626963568	0.00468645733041634	0.698169312934248	1.1789410728653
